Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Afghanistan,AFG,15.92453168,54.24312637,17.81385476,14.83980596,11.48270623,13.97358569,16.33429251,19.31426861,18.42347717,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Albania,ALB,25.51808763,41.44541557,37.2166378,37.11532977,35.9625316,40.0482996,41.28897372,38.68950076,38.61521047,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Algeria,DZA,0.177228303,0.42737224,0.311808049,0.258071762,0.177339472,0.188181413,0.140451785,0.068640475,0.058958684,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,American Samoa,ASM,0,0,0,0,0,0.702426574,0.70314054,0.700882415,0.885478202,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Andorra,AND,14.27355021,14.89066404,17.51594817,19.09072997,18.97154584,19.19552869,19.56369803,19.88632294,19.74780863,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Angola,AGO,72.25525192,74.61817144,55.74897651,54.19383662,52.71567876,52.24573631,50.68611601,50.79746068,49.56821033,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Antigua and Barbuda,ATG,0,0,0,0,0,0,0,0,0,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Argentina,ARG,8.922907467,11.07795513,8.574061175,8.961445952,10.11684672,9.866701702,10.2103229,10.90195793,10.04007761,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Armenia,ARM,2.118944341,7.164263504,7.800556095,9.359817006,8.009615307,6.565711312,6.771217636,7.72473444,15.79200384,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Aruba,ABW,0.268747069,0.175266081,0.299773816,5.464715906,5.661788374,6.855849569,6.889752984,6.927501542,6.726747566,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Australia,AUS,8.009577159,8.423340659,7.112827151,8.109027293,8.25618115,8.247109347,9.08848191,9.278198457,9.18050296,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Austria,AUT,25.13575415,26.38785604,30.51438899,30.65921657,30.98859372,33.42653748,34.68060041,35.39427334,34.39499175,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Azerbaijan,AZE,0.722062718,2.065646075,3.269144729,4.449734285,3.556332586,2.845521872,2.52609484,2.116818616,2.310757686,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Bahamas, The",BHS,0,0,1.915094489,1.65566802,1.426272685,1.18468573,0.843903144,1.088802769,1.210512884,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Bahrain,BHR,0,0,0,0,0,0,0,0,0,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Bangladesh,BGD,71.6649713,59.00848427,43.68911699,41.05084179,39.43785524,38.61267863,38.76048127,37.63448349,34.74706901,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Barbados,BRB,18.94217652,13.62129553,9.380154784,9.031334484,4.584401714,4.132185058,3.400369191,3.156616954,2.786358206,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Belarus,BLR,0.817357745,4.982605158,6.778641202,7.016370184,7.378483424,7.249393996,7.009208669,6.634180601,6.770869532,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Belgium,BEL,1.269461495,1.447083486,4.833459354,5.837391476,6.632065148,7.758729066,8.129434523,9.073995098,9.201640531,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Belize,BLZ,38.01163269,34.55258952,26.61718863,33.7103437,31.02376044,37.11449396,34.6588617,36.90616801,35.0236296,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Benin,BEN,93.70324086,70.28899198,52.82784348,48.1172541,49.4518136,51.14601561,52.71099969,52.53798821,50.86261794,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Bermuda,BMU,0,0,2.608358993,2.39176852,2.316647053,2.135004665,1.928165793,1.994798608,2.359588007,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Bhutan,BTN,95.89885217,91.39804294,92.60601762,90.89041792,89.60533207,88.04230639,87.03783621,87.025618,86.90454832,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Bolivia,BOL,37.35900159,27.39057224,19.99222073,20.0699703,19.28839817,17.9232292,18.63526119,16.8179625,17.53818183,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Bosnia and Herzegovina,BIH,7.300098695,19.35300602,17.43482699,19.56884689,14.15822839,15.27916627,19.47739656,41.74546278,40.75006023,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Botswana,BWA,47.58463784,36.55527024,28.27674239,30.18609325,29.99679664,29.74852595,29.21884894,28.80052102,28.87982699,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Brazil,BRA,49.86467493,42.79877399,49.11372304,47.00666157,45.46855053,43.6207953,42.44784254,41.84187872,43.7903892,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,British Virgin Islands,VGB,1.453020078,1.046448028,0.831967786,0.846844043,1.052902014,1.089967527,1.157790712,1.216805188,1.229135669,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Brunei Darussalam,BRN,0.671759471,0,0,0,0.01583074,0.014790792,0.013528143,0.013976191,0.014935036,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Bulgaria,BGR,1.916848509,7.983176683,11.66017379,14.3675278,13.27702936,15.75145216,18.15701907,16.96662481,17.65007793,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Burkina Faso,BFA,93.15806029,85.4050025,83.59720868,81.45402374,80.5721976,77.17503674,75.42696802,75.24264911,74.16718786,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Burundi,BDI,95.20067222,93.22569284,96.91966596,96.75782464,96.59420681,93.9586937,94.06924338,94.59818282,95.67892425,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Cabo Verde,CPV,36.63404152,28.97823798,26.16168689,21.73605211,21.62045107,24.40388395,26.12546743,26.19642302,26.5797159,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Cambodia,KHM,..,81.13607553,71.32193694,68.51846752,68.16174548,68.2603726,68.972156,68.00791011,64.92377591,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Cameroon,CMR,81.59313508,84.48261803,79.09346479,78.60423417,78.36926213,78.04783832,77.61457827,76.97539079,76.53840041,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Canada,CAN,22.02075369,21.51040106,22.70125736,22.08098938,21.96541861,22.61025847,22.37967975,22.02465154,22.02535921,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Cayman Islands,CYM,0,0,0,0,0,0,0,0,0,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Central African Republic,CAF,93.49428096,85.07342559,80.57925792,79.81060354,78.76716705,78.02788666,77.07997749,76.90304119,76.56702001,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Chad,TCD,98.1635271,97.16367648,91.05415366,90.78835503,90.59736654,90.65051141,89.4572677,89.2400627,89.35739557,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Chile,CHL,34.02687057,31.36150999,31.52545784,27.04274094,28.79008756,30.30273423,30.17723846,26.71709933,24.88255427,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,China,CHN,34.08361405,29.73071484,13.91196227,12.88431031,11.69579699,11.96856703,11.8381669,12.22382301,12.41335257,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Colombia,COL,38.25119669,28.02566208,29.55461041,27.93153502,26.78103662,26.64429131,24.47048951,24.44180909,23.56475752,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Comoros,COM,49.83857352,48.25214947,49.81909865,46.40799751,47.79395348,48.00765026,44.08142649,46.61559093,45.33305239,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Congo, Dem. Rep.",COD,92.04773164,97.93995991,97.01889107,96.82782153,96.24517537,95.52836866,94.01274826,92.87131108,95.81769971,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Congo, Rep.",COG,65.41378681,64.85336209,56.38771547,55.14974864,64.94712294,65.51149304,62.68742746,62.3963358,62.40211902,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Costa Rica,CRI,45.3807809,32.94784251,42.26680959,42.31125269,40.50212372,38.62385459,38.07484182,37.84254113,38.73341388,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Cote d'Ivoire,CIV,73.58234924,63.71597425,73.67293672,75.37014337,78.89574715,74.90455645,72.57985296,72.22378455,64.52802565,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Croatia,HRV,21.92317971,26.78818026,27.17825646,29.77504731,27.18623939,29.42194887,32.8375106,33.64819127,33.12746664,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Cuba,CUB,42.8902011,34.43082042,16.12421036,13.15763195,16.68021184,17.10235036,16.88796521,18.79844289,19.28132064,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Curacao,CUW,0,0.072376341,0.248549943,0.243917905,0.241650877,0.357017933,0.355516897,0.348989719,0.347766268,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Cyprus,CYP,0.495929367,3.096656827,5.978516167,6.353225599,7.415751985,8.338900172,9.495930361,9.363295684,9.942066016,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Czech Republic,CZE,3.571507027,5.941129661,10.21416204,10.91771998,12.12060346,12.76281601,13.92371891,14.83074209,14.82856195,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Denmark,DNK,7.041559801,10.73720082,19.34276393,21.35483646,23.89896727,27.28195688,27.3428386,30.27163128,33.17027717,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Djibouti,DJI,26.59282984,31.44321909,33.31297992,34.43334712,34.44418956,34.06582999,34.01482168,34.15104745,15.38059522,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Dominica,DMA,14.60310056,11.03438624,8.163871468,8.910212018,11.47552161,9.732876925,9.880580289,8.611797666,7.82979664,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Dominican Republic,DOM,28.01157941,18.42361063,17.55006763,16.97540917,17.24293489,17.04545885,17.50936425,18.01902034,16.48010921,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Ecuador,ECU,24.19854913,20.03302979,13.29950509,12.1066394,13.34571557,13.10009793,12.67573312,12.21813952,13.81668594,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Egypt, Arab Rep.",EGY,8.50246618,8.101748497,5.762878613,5.724101953,5.5846389,5.554171218,5.707898094,5.866044914,5.709377265,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,El Salvador,SLV,67.13703581,50.86406326,29.2966896,30.76614291,30.30938787,27.25567441,28.1612531,28.26544315,24.40076999,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Equatorial Guinea,GNQ,84.71085961,52.57802237,6.09888921,5.951101818,5.644318235,5.352098458,5.958178976,7.643274898,7.822799777,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Eritrea,ERI,..,76.78294418,81.80609533,81.24659878,80.75144845,80.22989797,80.23314394,79.9301497,79.7674723,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Estonia,EST,3.356078624,19.83711902,24.0887687,25.12989194,24.98354179,24.90855886,24.47524489,25.32605914,27.47683347,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Eswatini,SWZ,85.24571644,48.19242994,64.69377563,62.68198971,61.25116041,62.47325796,66.71406415,67.69408862,66.10465921,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Ethiopia,ETH,96.63538677,95.95322791,94.60484215,94.51739029,94.01290641,93.75025898,93.00085661,92.06765188,92.16346114,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Faroe Islands,FRO,2.544771435,2.771997552,5.123149803,3.377679026,4.997063916,4.700881155,4.322601404,6.535815103,7.513580492,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Fiji,FJI,53.09400578,52.87580823,34.98531728,29.61248725,33.92513188,32.7872442,36.41806208,34.57182093,31.26394709,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Finland,FIN,24.50843148,31.6654966,32.59873157,33.58206418,35.25797986,38.80266701,38.47970587,41.23524065,43.23526259,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,France,FRA,10.40801913,9.256000137,11.22200621,11.8458733,10.91369044,12.37295876,13.47737443,13.34702464,13.49926232,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,French Polynesia,PYF,4.731666167,9.935890582,9.373721129,11.57413795,9.785654675,9.344918555,8.831679003,10.16235651,9.829154767,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Gabon,GAB,78.28066537,72.77910829,88.09575358,85.88337354,79.76859843,75.51430637,82.22761468,81.35160969,82.00784369,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Gambia, The",GMB,61.44186978,63.13448556,53.40385892,54.70514883,54.15786592,54.21838668,56.64222686,51.93079476,51.50886249,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Georgia,GEO,12.77399758,47.25427953,36.72040611,39.14857299,31.53766065,28.69262327,34.97923359,31.89297634,28.66253881,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Germany,DEU,2.098033775,3.70043759,9.63006157,10.29351964,11.39435591,12.01513573,12.08907875,13.37887823,14.2062527,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Ghana,GHA,80.62642197,71.61675588,49.9081594,49.77878626,48.01109666,44.48368438,44.04296471,45.04949208,41.41279431,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Greece,GRC,7.806882299,7.52078501,8.920028783,11.09298261,11.08831581,13.85937775,16.29381751,16.08579272,17.17004755,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Greenland,GRL,0,12.19859542,8.590341183,9.829419013,12.21902684,12.16522458,13.30346347,14.90047601,15.53381651,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Grenada,GRD,8.342131789,10.47376111,10.4431309,10.49634586,11.23748427,11.3438088,10.88576513,11.07681462,10.91957215,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Guam,GUM,0,0,0,0,0,0,0,0,0,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Guatemala,GTM,74.96532992,62.74294001,58.30268259,66.58523597,66.41722638,66.2193653,64.97796498,59.90100231,63.65099179,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Guinea,GIN,89.29714418,85.61936089,79.25049428,75.70907041,74.74868466,76.36784822,78.53290664,78.51787531,76.26839132,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Guinea-Bissau,GNB,88.57960543,91.23772485,87.89475186,87.80712886,87.71512515,87.60635625,87.42242388,87.06001713,86.85179394,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Guyana,GUY,42.2339423,39.50352144,33.70252495,33.84141565,36.30064763,28.25642628,26.26672787,24.01520131,25.25872772,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Haiti,HTI,81.1195732,76.04014456,76.87040998,79.02484324,79.00636972,83.16109801,82.33475811,78.39123834,76.07221323,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Honduras,HND,70.12908225,55.12760621,52.5970072,53.15536469,51.96953753,48.77768569,49.76716726,54.04094179,51.53741358,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Hong Kong SAR, China",HKG,1.073856299,0.597431642,0.649481505,0.834900884,1.065135915,0.824365082,0.901276843,0.858141923,0.852783452,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Hungary,HUN,3.856669561,5.166111848,8.399154789,13.45602883,14.74299174,16.46520462,17.19638871,15.67454982,15.55936205,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Iceland,ISL,54.67215495,60.66047706,74.12387755,75.41969184,76.45085366,77.34468142,76.21949595,76.33887098,77.02968921,..,..,..
