Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Spain,ESP,10.54443118,7.884334625,12.21794729,14.39578579,14.74592653,15.77095021,16.9499657,17.3517358,16.25409774,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Sri Lanka,LKA,78.0872449,64.15656553,63.50919518,61.84228066,59.24946453,60.6912926,59.87225334,57.58518113,52.87589204,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,St. Kitts and Nevis,KNA,40.03232618,26.6385794,0.012701915,0.992490943,0.927705413,1.327948342,1.512150826,1.697402808,1.642191194,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,St. Lucia,LCA,5.467459385,2.615928342,2.255494717,2.204035523,2.177751912,2.178078022,2.173729698,2.145866181,2.132623536,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,St. Vincent and the Grenadines,VCT,15.43977328,8.491270771,4.367260075,5.486490891,6.546934469,5.191932616,6.007107459,5.800947299,5.807433397,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Sudan,SDN,73.26663513,80.42213461,63.28098443,61.44174976,63.97146086,59.81755319,61.30915496,62.43602847,61.59674748,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Suriname,SUR,..,26.47467036,28.65052533,24.54433933,25.44612724,23.04923094,25.96714517,25.38253637,24.91311036,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Sweden,SWE,34.06199197,40.00825867,47.0773642,45.97780593,46.48702965,49.9485495,48.82522226,49.69341469,53.2477698,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Switzerland,CHE,17.12391004,18.63012414,20.75387289,21.46036384,21.55703291,22.95850279,22.99251967,23.41814723,25.29198368,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Syrian Arab Republic,SYR,2.360017397,2.000425733,0.933023195,1.410584971,1.903355508,2.519695713,2.8582156,2.353229564,0.521155172,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Tajikistan,TJK,29.63775189,62.41341105,60.57507848,61.8343249,59.98027752,55.07985483,57.9210513,45.75639236,44.65920392,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Tanzania,TZA,94.78490931,93.72447028,91.64074018,90.3162285,88.51373563,86.35448997,86.62480636,86.67360332,85.71304194,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Thailand,THA,33.63913092,21.98813771,22.65736722,22.65487764,22.75552404,23.28982035,22.94360746,24.09572604,22.86307013,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Timor-Leste,TLS,..,..,36.78219132,34.68922929,32.71107751,25.51298994,21.54162756,18.42248837,18.22368928,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Togo,TGO,78.70141705,77.11207846,63.39771059,65.82542063,69.15686118,72.73741885,72.3995414,72.1615066,71.26466714,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Tonga,TON,1.486607998,2.476729754,1.817493187,1.00787071,1.135017453,1.146957861,1.575649455,1.697629309,1.879751582,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Trinidad and Tobago,TTO,1.193023774,0.759098479,0.400455156,0.334349645,0.359608807,0.324047643,0.309722806,0.280380128,0.284205764,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Tunisia,TUN,14.48023914,14.23478083,16.06999317,12.68783984,13.32762319,13.08440893,13.24921425,12.93362971,12.56235035,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Turkey,TUR,24.51077696,17.26660897,13.32838057,14.32649611,12.78061278,12.83168463,13.84754526,11.60788754,13.37423004,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Turkmenistan,TKM,0.277582764,0.0942309,0.081312147,0.072192893,0.065071312,0.039532208,0.042414307,0.041261664,0.040887886,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Turks and Caicos Islands,TCA,1.792108636,0.688235241,0.53184967,0.524279329,0.593043645,0.587956971,0.603267318,0.576831433,0.572166001,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Tuvalu,TUV,0,0,0,0,0,0,0,0,0,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Uganda,UGA,96.01851287,93.90604626,92.43868599,91.60617339,91.09121326,91.26617591,90.75016556,90.22213006,89.05794898,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Ukraine,UKR,0.650122965,1.254580066,2.963282591,2.882713434,2.738518,2.857634591,3.488733284,3.499746218,4.144318039,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,United Arab Emirates,ARE,0,0.076377173,0.106410818,0.108121925,0.108040123,0.104984898,0.111770805,0.145671401,0.137108046,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,United Kingdom,GBR,0.651133978,0.961901516,3.383031663,3.638918262,4.401118621,4.751257619,6.015780949,7.395220456,8.711685574,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,United States,USA,4.175462186,5.429623689,7.354404755,7.505172055,8.164451646,8.481450408,8.713261573,8.754308954,8.716935867,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Uruguay,URY,44.81247732,38.80270713,45.2937671,52.8186125,48.84249423,46.9248622,50.74627302,55.39133872,58.02204118,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Uzbekistan,UZB,1.329744598,1.224016415,2.219765403,2.64349718,2.246520656,2.380965421,2.874228061,2.896783513,2.9701787,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Vanuatu,VUT,24.15796686,48.65103379,38.78183184,38.37573943,36.63566257,40.30569589,42.57333063,32.14283066,36.1110646,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Venezuela, RB",VEN,11.97733019,14.66337621,13.64699869,11.43601466,13.52549225,12.24420101,14.41997394,12.3158343,12.84157855,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Vietnam,VNM,76.08164466,57.96370073,37.16681368,34.79589882,36.52695938,38.11436603,37.39155073,37.03547263,34.99856984,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Virgin Islands (U.S.),VIR,0,0,0,0,0.341455803,0.971550724,1.650198943,2.755002508,3.877525214,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,West Bank and Gaza,PSE,22.08208293,17.5249047,16.54086718,14.06476868,15.42016001,12.24030075,11.61040474,10.53025847,10.47271496,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,"Yemen, Rep.",YEM,2.148637786,1.151250455,0.862384217,0.963571052,1.139321803,1.332788126,0.93193693,0.974200975,2.276416687,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Zambia,ZMB,82.98273423,89.99074144,92.08655998,92.10429746,90.89960814,88.63232944,88.47620857,88.03403729,87.98545236,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Zimbabwe,ZWE,63.97640941,69.25877712,83.15371127,82.8795412,79.57422657,78.01970206,79.56109383,81.0492915,81.79780855,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Arab World,ARB,7.344357767,6.609618379,5.049516514,4.839533843,4.697129592,4.167045031,4.226176912,4.170017467,4.094036566,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Caribbean small states,CSS,10.2737893,12.38808046,9.611623269,9.096342072,9.670547038,9.408054552,8.681161024,8.548252869,8.825976767,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Central Europe and the Baltics,CEB,4.142354367,9.874942172,13.36929212,14.5383552,14.74094767,15.68512666,16.6491391,17.04124349,17.12189336,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Early-demographic dividend,EAR,37.07110227,32.18641515,26.89604553,26.481427,26.29279254,25.93000266,26.17588925,25.6079937,25.55484489,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,East Asia & Pacific,EAS,26.19625392,22.26304182,14.45428507,13.72944677,13.0737015,13.37594046,13.34313461,13.75344205,13.85760268,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,East Asia & Pacific (excluding high income),EAP,36.99579259,31.86379539,17.60693856,16.47181744,15.45679224,15.76478738,15.57017503,15.85261291,15.86116048,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,38.0391222,32.26325925,17.64900266,16.49274078,15.44340837,15.75484535,15.53993704,15.83215773,15.83852065,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Euro area,EMU,6.499471929,7.519149686,12.10542351,12.83308817,13.07253648,14.3305386,15.17948448,16.0443469,16.0832622,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Europe & Central Asia,ECS,5.706920065,7.635816336,10.36446899,10.83314807,10.72269118,11.55027358,12.31829612,12.6175816,13.07308474,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Europe & Central Asia (excluding high income),ECA,4.042819308,5.561220636,5.947408003,6.043999224,5.563512562,5.806630061,6.38323152,6.15118411,6.478533004,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,4.065451112,5.843103903,6.400664638,6.562925799,6.14624159,6.419911106,7.022747702,6.802529038,7.14818365,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,European Union,EUU,6.12810327,7.920314153,12.19764634,12.96002943,13.33735643,14.48796354,15.30709158,16.22013856,16.56111224,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Fragile and conflict affected situations,FCS,54.10392562,51.94015955,52.35844534,51.48741915,52.43488134,49.94776808,50.26118658,51.73357649,53.68924484,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Heavily indebted poor countries (HIPC),HPC,85.9912633,85.52761274,81.19703375,80.19857062,79.36152632,78.00915879,78.12236052,77.97924264,77.23991042,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,High income,HIC,6.45460986,7.26820472,9.302220014,9.567938583,9.953200256,10.4236334,10.78809759,11.01316051,11.16421052,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IBRD only,IBD,23.10244867,24.47638917,18.54913592,17.87204732,17.16360798,17.24716542,17.27697134,17.27507141,17.40705474,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA & IBRD total,IBT,27.60403355,29.92296174,24.10990786,23.35717689,22.64060932,22.65135153,22.7482989,22.73420923,22.87595835,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA blend,IDB,55.83550805,58.79199724,61.74675039,61.90329848,60.95379012,61.43878359,63.10434702,62.74411558,62.92187106,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA only,IDX,75.45407232,77.44913376,72.50971919,71.6326321,71.30988048,70.50548726,70.71043699,70.19819366,69.74193936,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,IDA total,IDA,65.0775053,67.67525826,67.18447792,66.82423431,66.15830908,65.91995652,66.95165728,66.56206442,66.40943922,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Late-demographic dividend,LTE,19.56985365,21.73382889,15.40036227,14.63315232,13.80952443,13.99975919,13.93054548,14.07068249,14.20181591,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Latin America & Caribbean,LCN,32.43916163,28.29366659,29.04790644,28.33140131,28.20623503,27.38285576,27.29622184,27.08299299,27.60249959,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Latin America & Caribbean (excluding high income),LAC,35.18355831,30.65999488,31.76888006,30.96984407,30.61834162,29.5738016,29.38603471,29.22768517,30.0684226,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,32.22894798,28.37726556,29.43750663,28.73161937,28.53778793,27.68687601,27.60131271,27.34965115,27.87435882,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Least developed countries: UN classification,LDC,86.05031893,83.86990268,77.89958901,76.6690346,75.92697224,74.73763819,74.1968828,73.4133848,73.21950492,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Low & middle income,LMY,28.18252233,30.5462654,24.44186429,23.67072236,22.90931509,22.90139425,22.98421624,22.96725691,23.12873232,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Low income,LIC,62.82483013,71.96220021,73.42606324,73.24999539,74.49781918,74.90919077,76.35610009,76.00077419,78.01308694,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Lower middle income,LMC,45.2168923,47.07884,41.95388712,40.96040568,40.67139204,40.65077001,40.70221763,40.13469564,39.75628922,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Middle East & North Africa,MEA,2.859287994,2.174388262,1.940973112,1.922598368,1.85557133,1.644914101,1.682404469,1.601525036,1.557856614,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Middle East & North Africa (excluding high income),MNA,4.043213039,2.973224899,2.72383331,2.759433566,2.669825357,2.647592018,2.692829787,2.566794362,2.530026853,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,3.977313155,2.924644404,2.676513854,2.718619957,2.627571565,2.610384702,2.658065008,2.527598481,2.490436392,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Middle income,MIC,26.51936684,28.39928182,22.14057886,21.41556747,20.64289371,20.71613468,20.73128324,20.68564669,20.81248072,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,North America,NAC,6.157155854,7.19201905,9.051324875,9.069901538,9.706722284,10.06982233,10.24550067,10.22052873,10.17618579,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,OECD members,OED,6.996937736,7.754127772,9.941475933,10.25753042,10.6406701,11.16853666,11.57621338,11.80190326,12.00688679,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Other small states,OSS,26.95002882,30.73659443,30.7462449,30.74678706,28.89354188,26.39632679,28.9530971,27.00113877,27.13974716,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Pacific island small states,PSS,47.70016566,44.95425419,33.55536847,31.48304436,32.71613803,32.18664567,34.10440353,32.65879226,30.40789984,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Post-demographic dividend,PST,6.344831217,7.244864232,9.528022427,9.858593462,10.23261842,10.80785174,11.21564063,11.56193253,11.79966193,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Pre-demographic dividend,PRE,78.28335553,78.08437105,78.17633302,76.33218785,75.08809965,74.01907207,74.25137124,75.39540276,75.58258938,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Small states,SST,23.99912888,26.8614359,27.03535977,27.00371646,25.57216531,23.48903581,25.51324743,23.96495688,24.17118146,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,South Asia,SAS,60.00470096,52.9094458,42.73822134,41.5887595,40.87481222,40.4365187,40.17092625,38.99754223,38.27538465,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,South Asia (IDA & IBRD),TSA,60.00470096,52.9094458,42.73822134,41.5887595,40.87481222,40.4365187,40.17092625,38.99754223,38.27538465,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Sub-Saharan Africa,SSF,71.13463656,72.86854405,70.94473725,71.42246801,71.08693842,70.31135122,70.04091389,70.2864319,70.12737498,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Sub-Saharan Africa (excluding high income),SSA,71.14376661,72.90906529,70.97107961,71.4433412,71.10020476,70.33067154,70.05701659,70.30293926,70.14385116,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,71.13463656,72.86854405,70.94473725,71.42246801,71.08693842,70.31135122,70.04091389,70.2864319,70.12737498,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,Upper middle income,UMC,19.13052745,19.99349325,14.17007514,13.66755097,12.82189412,12.90790278,12.92708653,13.03678672,13.28101968,..,..,..
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,World,WLD,17.06715389,17.8993922,17.5116086,17.25519195,17.20977103,17.47623659,17.69905686,17.87018404,18.05375499,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 01/30/2019,,,,,,,,,,,,,,,
